Fish_ID,Beas_population_code,Population_old_code,Harvested,Sex,Weight_g,Length_mm,Weight_finished,Length_finished,Tank,Acclimation,Treatment,Trial,Distance_moved,Speed,Time_moving,TotalTime,Time_stationary,Percentage_moving,MMR_mghg,SMR_mghg,SGR,Weight_resp,MMR_scaled,SMR_scaled,AS,FSR,fastestFSR,Status,FastestStatus
9FL,7,3,Large,F,0.2,21,0.59,28,9,N,Recovery,1,975.9096425,7.45348505,130.9333333,865.6,734.6666667,15.1263093,NA,NA,NA,NA,NA,NA,NA,NA,19,0,1
9Fp,7,3,Large,F,0.19,20,0.82,29.5,9,N,Recovery,1,907.6628149,6.731739048,134.8333333,865.6,730.7666667,15.57686383,NA,NA,NA,NA,NA,NA,NA,NA,6,0,1
9Mb,3,1,Large,M,0.11,17,0.12,18,9,N,Recovery,1,3363.758134,8.243831715,408.0333333,865.6,457.5666667,47.1387862,NA,NA,NA,NA,NA,NA,NA,39,39,1,1
9Mg,4,2,Large,M,0.1,17,0.13,18,9,N,Recovery,1,1407.025128,7.143468243,196.9666667,865.6,668.6333333,22.75492914,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1
9ML,4,2,Large,M,0.12,19,0.13,18.5,9,N,Recovery,1,546.7223205,7.193714744,76,865.6,789.6,8.780036969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9Mp,7,3,Large,M,0.13,18,0.17,19,9,N,Recovery,1,337.4148889,7.33510628,46,865.6,819.6,5.314232902,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
10Fb,3,1,Large,F,0.23,22,0.69,30.5,10,H,Recovery,2,352.7325982,6.374685509,55.33333333,865.6,810.2666667,6.392483056,NA,NA,NA,NA,NA,NA,NA,7,7,1,1
10Fg,3,1,Large,F,0.16,20,0.54,27,10,H,Recovery,2,349.7744633,7.201945024,48.56666667,865.6,817.0333333,5.610751694,NA,NA,NA,NA,NA,NA,NA,6,41,1,1
10FL,4,2,Large,F,0.21,21.5,0.87,29,10,H,Recovery,2,103.7781364,20.89492679,4.966666667,865.6,860.6333333,0.573783118,NA,NA,NA,NA,NA,NA,NA,NA,48,0,1
10Fp,7,3,Large,F,0.23,21.5,0.6,27.5,10,H,Recovery,2,365.9203456,6.628991768,55.2,865.6,810.4,6.377079482,NA,NA,NA,NA,NA,NA,NA,31,31,1,1
10Mg,4,2,Large,M,0.16,18.5,0.19,20.5,10,H,Recovery,2,27.07122492,11.77009779,2.3,865.6,863.3,0.265711645,NA,NA,NA,NA,NA,NA,NA,6,5,1,1
10ML,4,2,Large,M,0.12,18,0.11,16.5,10,H,Recovery,2,51.07523298,6.305584318,8.1,865.6,857.5,0.935767098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10Mp,7,3,Large,M,0.16,20,0.17,19.5,10,H,Recovery,2,196.130042,7.166749402,27.36666667,865.6,838.2333333,3.161583487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11Fb,2,1,Random,F,0.21,20,0.19,21.5,11,N,Recovery,2,147.6758446,7.054578565,20.93333333,865.6,844.6666667,2.41836106,NA,NA,NA,NA,NA,NA,NA,NA,10,0,1
11Fg,5,2,Random,F,0.23,23,0.61,29,11,N,Recovery,2,199.5691126,6.608248762,30.2,865.6,835.4,3.488909427,NA,NA,NA,NA,NA,NA,NA,6,53,1,1
11FL,8,3,Random,F,0.18,20.5,0.58,18.5,11,N,Recovery,2,518.2072497,6.660761565,77.8,865.6,787.8,8.987985213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11Fp,8,3,Random,F,0.21,21.5,0.18,21.5,11,N,Recovery,2,453.1211046,6.779866902,66.83333333,865.6,798.7666667,7.721041282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11Mb,2,1,Random,M,0.1,16,0.08,16,11,N,Recovery,2,273.8587021,8.891516302,30.8,865.6,834.8,3.558225508,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
11Mg,2,1,Random,M,0.1,17,0.12,17.5,11,N,Recovery,2,528.9932902,7.681412733,68.86666667,865.6,796.7333333,7.955945779,NA,NA,NA,NA,NA,NA,NA,66,6,1,1
11ML,5,2,Random,M,0.12,17,0.14,18,11,N,Recovery,2,903.0603591,7.292546642,123.8333333,865.6,741.7666667,14.30606901,NA,NA,NA,NA,NA,NA,NA,34,34,1,1
11Mp,8,3,Random,M,0.11,17,0.12,17.5,11,N,Recovery,2,706.9989384,6.879652336,102.7666667,865.6,762.8333333,11.87230437,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1
12Fb,1,1,Small,F,0.17,19.5,0.62,27,12,H,Recovery,2,0,NA,0,875.9333333,875.9333333,0,NA,NA,NA,NA,NA,NA,NA,5,28,1,1
12Fg,6,2,Small,F,0.11,17.5,0.44,24.5,12,H,Recovery,2,0,NA,0,875.9333333,875.9333333,0,NA,NA,NA,NA,NA,NA,NA,7,53,1,1
12FL,6,2,Small,F,0.16,19,0.38,24,12,H,Recovery,2,0,NA,0,875.9333333,875.9333333,0,NA,NA,NA,NA,NA,NA,NA,NA,31,0,1
12Fp,9,3,Small,F,0.17,19.5,0.43,25,12,H,Recovery,2,0,NA,0,875.9333333,875.9333333,0,NA,NA,NA,NA,NA,NA,NA,4,27,1,1
12Mb,1,1,Small,M,0.08,17,0.09,15.5,12,H,Recovery,2,0,NA,0,875.9333333,875.9333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12Mg,6,2,Small,M,0.07,15,0.07,15,12,H,Recovery,2,0,NA,0,875.9333333,875.9333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12ML,9,3,Small,M,0.12,18,0.14,18.5,12,H,Recovery,2,0,NA,0,875.9333333,875.9333333,0,NA,NA,NA,NA,NA,NA,NA,5,40,1,1
12Mp,9,3,Small,M,0.08,16,0.09,16.5,12,H,Recovery,2,0,NA,0,875.9333333,875.9333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1Fb,2,1,Random,F,0.16,19,0.3,22,1,H,Recovery,2,0,NA,0,882.5333333,882.5333333,0,NA,NA,NA,NA,NA,NA,NA,NA,34,0,1
1Fg,2,1,Random,F,0.23,20.5,0.45,25.5,1,H,Recovery,2,0,NA,0,882.5333333,882.5333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1FL,5,2,Random,F,0.24,22.5,0.57,28.5,1,H,Recovery,2,0,NA,0,882.5333333,882.5333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1Fp,8,3,Random,F,0.19,20.5,0.2,21.5,1,H,Recovery,2,0,NA,0,882.5333333,882.5333333,0,NA,NA,NA,NA,NA,NA,NA,8,8,1,1
1Mb,2,1,Random,M,0.1,16,0.12,18,1,H,Recovery,2,0,NA,0,882.5333333,882.5333333,0,NA,NA,NA,NA,NA,NA,NA,52,52,1,1
1Mg,5,2,Random,M,0.14,18.5,0.17,19,1,H,Recovery,2,0,NA,0,882.5333333,882.5333333,0,NA,NA,NA,NA,NA,NA,NA,27,102,1,1
1ML,5,2,Random,M,0.13,17.5,0.14,18.5,1,H,Recovery,2,0,NA,0,882.5333333,882.5333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1Mp,8,3,Random,M,0.13,19.5,0.16,19.5,1,H,Recovery,2,0,NA,0,882.5333333,882.5333333,0,NA,NA,NA,NA,NA,NA,NA,35,134,1,1
2Fb,1,1,Small,F,0.17,19,0.72,30,2,N,Recovery,2,661.3092522,7.235330987,91.4,865.6,774.2,10.55914972,NA,NA,NA,NA,NA,NA,NA,6,6,1,1
2Fg,6,2,Small,F,0.12,18.5,0.34,23,2,N,Recovery,2,525.8647445,6.934480148,75.83333333,865.6,789.7666667,8.760782502,NA,NA,NA,NA,NA,NA,NA,49,47,1,1
2FL,9,3,Small,F,0.29,23.5,0.54,27.5,2,N,Recovery,2,460.2786079,7.15458976,64.33333333,865.6,801.2666667,7.432224276,NA,NA,NA,NA,NA,NA,NA,5,5,1,1
2Fp,9,3,Small,F,0.3,23.5,0.58,28.5,2,N,Recovery,2,161.1587624,6.429205948,25.06666667,865.6,840.5333333,2.895871842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2Mb,1,1,Small,M,0.05,15.5,0.07,16,2,N,Recovery,2,878.8035507,7.619683966,115.3333333,865.6,750.2666667,13.32409119,NA,NA,NA,NA,NA,NA,NA,6,6,1,1
2Mg,1,1,Small,M,0.06,15.5,0.07,15.5,2,N,Recovery,2,201.4561071,6.938786696,29.03333333,865.6,836.5666667,3.354128158,NA,NA,NA,NA,NA,NA,NA,NA,41,0,1
2ML,6,2,Small,M,0.09,15.5,0.1,17.5,2,N,Recovery,2,845.3433635,7.141734977,118.3666667,865.6,747.2333333,13.67452249,NA,NA,NA,NA,NA,NA,NA,17,17,1,1
2Mp,9,3,Small,M,0.12,17,0.13,18,2,N,Recovery,2,82.18724344,7.633490103,10.76666667,865.6,854.8333333,1.243838571,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3Fb,2,1,Random,F,0.22,21.5,0.58,26.5,3,H,Recovery,2,211.7534222,7.251829526,29.2,865.6,836.4,3.373382625,NA,NA,NA,NA,NA,NA,NA,20,19,1,1
3Fg,5,2,Random,F,0.3,23.5,0.82,30,3,H,Recovery,2,267.8408674,7.123427324,37.6,865.6,828,4.343807763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3FL,5,2,Random,F,0.22,21.5,0.69,27.5,3,H,Recovery,2,328.9683169,8.867070537,37.1,865.6,828.5,4.286044362,NA,NA,NA,NA,NA,NA,NA,4,4,1,1
3Fp,8,3,Random,F,0.18,20.5,0.25,23,3,H,Recovery,2,288.008982,6.879195429,41.86666667,865.6,823.7333333,4.83672212,NA,NA,NA,NA,NA,NA,NA,NA,6,0,1
3Mb,2,1,Random,M,0.11,18,0.11,18,3,H,Recovery,2,339.4570514,6.313522345,53.76666667,865.6,811.8333333,6.211491066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3Mg,5,2,Random,M,0.11,18,0.12,18,3,H,Recovery,2,281.8373319,13.74816253,20.5,865.6,845.1,2.368299445,NA,NA,NA,NA,NA,NA,NA,28,15,1,1
3ML,8,3,Random,M,0.12,17.5,0.12,18,3,H,Recovery,2,1239.387766,7.023353416,176.4666667,865.6,689.1333333,20.3866297,NA,NA,NA,NA,NA,NA,NA,NA,6,0,1
3Mp,8,3,Random,M,0.15,18.5,0.16,19,3,H,Recovery,2,543.2930377,7.269755188,74.73333333,865.6,790.8666667,8.633703019,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1
4Fb,2,1,Random,F,0.16,20,0.52,26.5,4,N,Recovery,2,0,NA,0,891.2666667,891.2666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4Fg,5,2,Random,F,0.23,22,0.8,30.5,4,N,Recovery,2,0,NA,0,891.2666667,891.2666667,0,NA,NA,NA,NA,NA,NA,NA,29,29,1,1
4FL,8,3,Random,F,0.19,20,0.35,25,4,N,Recovery,2,0,NA,0,891.2666667,891.2666667,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,1
4Fp,8,3,Random,F,0.17,20,0.62,27,4,N,Recovery,2,0,NA,0,891.2666667,891.2666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4Mb,8,1,Random,M,0.09,16,0.01,17,4,N,Recovery,2,0,NA,0,891.2666667,891.2666667,0,NA,NA,NA,NA,NA,NA,NA,55,34,1,1
4Mg,5,2,Random,M,0.1,16.5,0.12,17,4,N,Recovery,2,0,NA,0,891.2666667,891.2666667,0,NA,NA,NA,NA,NA,NA,NA,64,5,1,1
4ML,5,2,Random,M,0.11,17,0.13,18,4,N,Recovery,2,0,NA,0,891.2666667,891.2666667,0,NA,NA,NA,NA,NA,NA,NA,5,5,1,1
4Mp,8,3,Random,M,0.09,16,0.09,16,4,N,Recovery,2,0,NA,0,891.2666667,891.2666667,0,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1
5Fb,1,1,Small,F,0.18,20,0.23,22.5,5,H,Recovery,2,2492.015577,16.17141841,154.1,865.6,711.5,17.80268022,NA,NA,NA,NA,NA,NA,NA,5,5,1,1
5Fg,1,1,Small,F,0.13,18,0.43,25.5,5,H,Recovery,2,723.6570257,8.356316694,86.6,865.6,779,10.00462107,NA,NA,NA,NA,NA,NA,NA,7,7,1,1
5FL,6,2,Small,F,0.19,20.5,0.38,24,5,H,Recovery,2,313.5863895,6.98410667,44.9,865.6,820.7,5.18715342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5Fp,9,3,Small,F,0.19,21,0.42,25.5,5,H,Recovery,2,1336.255272,7.644480962,174.8,865.6,690.8,20.19408503,NA,NA,NA,NA,NA,NA,NA,99,31,1,1
5Mb,1,1,Small,M,0.07,12.5,0.08,16,5,H,Recovery,2,1922.82875,7.483765246,256.9333333,865.6,608.6666667,29.68268638,NA,NA,NA,NA,NA,NA,NA,5,5,1,1
5Mg,6,2,Small,M,0.08,15,0.09,15.5,5,H,Recovery,2,1153.039023,6.937659582,166.2,865.6,699.4,19.20055453,NA,NA,NA,NA,NA,NA,NA,6,18,1,1
5ML,6,2,Small,M,0.1,16.5,0.12,18,5,H,Recovery,2,1009.473859,6.753839378,149.4666667,865.6,716.1333333,17.26740604,NA,NA,NA,NA,NA,NA,NA,6,5,1,1
5Mp,9,3,Small,M,0.11,17.5,0.12,18,5,H,Recovery,2,1456.946303,8.607402341,169.2666667,865.6,696.3333333,19.55483672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6Fb,1,1,Small,F,0.12,16.5,0.34,24,6,N,Recovery,2,195.0679837,7.961958517,24.5,865.6,841.1,2.830406654,NA,NA,NA,NA,NA,NA,NA,5,5,1,1
6Fg,6,2,Small,F,0.11,17,0.45,25.5,6,N,Recovery,2,374.6607152,7.920945353,47.3,865.6,818.3,5.464417745,NA,NA,NA,NA,NA,NA,NA,34,28,1,1
6FL,9,3,Small,F,0.13,19.5,0.65,27.5,6,N,Recovery,2,196.0723067,8.451392532,23.2,865.6,842.4,2.680221811,NA,NA,NA,NA,NA,NA,NA,36,33,1,1
6Fp,9,3,Small,F,0.12,17,0.33,23.5,6,N,Recovery,2,426.831177,7.051175831,60.53333333,865.6,805.0666667,6.993222428,NA,NA,NA,NA,NA,NA,NA,5,23,1,1
6Mb,1,1,Small,M,0.07,14.5,0.09,16,6,N,Recovery,2,487.5655096,8.588940276,56.76666667,865.6,808.8333333,6.558071473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6Mg,6,2,Small,M,0.1,16,0.11,17,6,N,Recovery,2,1098.962981,7.753736932,141.7333333,865.6,723.8666667,16.37399877,NA,NA,NA,NA,NA,NA,NA,NA,38,0,1
6ML,6,2,Small,M,0.08,15,0.09,16.5,6,N,Recovery,2,792.2214057,8.05922081,98.3,865.6,767.3,11.35628466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6Mp,9,3,Small,M,0.09,15.5,0.09,16,6,N,Recovery,2,267.6345942,6.18093751,43.3,865.6,822.3,5.002310536,NA,NA,NA,NA,NA,NA,NA,5,5,1,1
7Fb,3,1,Large,F,0.2,20,0.25,21.5,7,N,Recovery,2,515.6241496,7.715074558,66.83333333,865.6,798.7666667,7.721041282,NA,NA,NA,NA,NA,NA,NA,33,33,1,1
7Fg,4,2,Large,F,0.22,22.5,1.11,32,7,N,Recovery,2,830.385251,7.505741949,110.6333333,865.6,754.9666667,12.78111522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7FL,7,3,Large,F,0.2,20.5,0.63,27,7,N,Recovery,2,331.9283193,7.532412691,44.06666667,865.6,821.5333333,5.090881084,NA,NA,NA,NA,NA,NA,NA,NA,10,0,1
7Fp,7,3,Large,F,0.25,22.5,0.99,31,7,N,Recovery,2,274.560345,6.824200788,40.23333333,865.6,825.3666667,4.648028343,NA,NA,NA,NA,NA,NA,NA,NA,7,0,1
7Mb,3,1,Large,M,0.13,18,0.15,19,7,N,Recovery,2,360.4355119,10.95548668,32.9,865.6,832.7,3.800831793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7Mg,3,1,Large,M,0.14,18,0.15,19.5,7,N,Recovery,2,839.5355914,8.912267425,94.2,865.6,771.4,10.88262477,NA,NA,NA,NA,NA,NA,NA,6,51,1,1
7ML,4,2,Large,M,0.1,16,0.1,16.5,7,N,Recovery,2,945.0473283,11.39068696,82.96666667,865.6,782.6333333,9.584873691,NA,NA,NA,NA,NA,NA,NA,NA,44,0,1
7Mp,7,3,Large,M,0.15,19,0.18,19.5,7,N,Recovery,2,146.2225033,6.143802659,23.8,865.6,841.8,2.749537893,NA,NA,NA,NA,NA,NA,NA,6,6,1,1
8Fb,3,1,Large,F,0.21,21.5,0.35,25,8,H,Recovery,2,449.4511014,8.287358968,54.23333333,865.6,811.3666667,6.265403574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8Fg,4,2,Large,F,0.19,21,0.7,29.5,8,H,Recovery,2,1020.370076,10.08935474,101.1333333,865.6,764.4666667,11.6836106,NA,NA,NA,NA,NA,NA,NA,82,6,1,1
8FL,4,2,Large,F,0.2,20.5,0.79,31,8,H,Recovery,2,472.5675354,9.941813508,47.53333333,865.6,818.0666667,5.491373999,NA,NA,NA,NA,NA,NA,NA,NA,6,0,1
8Fp,7,3,Large,F,0.2,22,0.49,26,8,H,Recovery,2,119.3835116,6.175009219,19.33333333,865.6,846.2666667,2.233518176,NA,NA,NA,NA,NA,NA,NA,10,10,1,1
8Mb,3,1,Large,M,0.11,18,0.16,18.5,8,H,Recovery,2,495.6223597,7.221306844,68.63333333,865.6,796.9666667,7.928989526,NA,NA,NA,NA,NA,NA,NA,7,5,1,1
8Mg,4,2,Large,M,0.11,16,0.13,18,8,H,Recovery,2,622.7017958,7.47242155,83.33333333,865.6,782.2666667,9.627233518,NA,NA,NA,NA,NA,NA,NA,80,101,1,1
8ML,7,3,Large,M,0.13,18,0.15,19,8,H,Recovery,2,638.7897565,6.562908457,97.33333333,865.6,768.2666667,11.24460875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8Mp,7,3,Large,M,0.21,22.5,0.31,25,8,H,Recovery,2,49.69911237,6.808097585,7.3,865.6,858.3,0.843345656,NA,NA,NA,NA,NA,NA,NA,7,7,1,1
9Fb,3,1,Large,F,0.17,20.5,0.44,26,9,N,Recovery,2,150.5119101,6.591762488,22.83333333,865.6,842.7666667,2.637861984,NA,NA,NA,NA,NA,NA,NA,NA,48,0,1
9Fg,4,2,Large,F,0.13,18,0.261,21,9,N,Recovery,2,1092.640443,7.614219117,143.5,865.6,722.1,16.57809612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9FL,7,3,Large,F,0.2,21,0.59,28,9,N,Recovery,2,418.2455845,6.258038671,66.83333333,865.6,798.7666667,7.721041282,NA,NA,NA,NA,NA,NA,NA,19,19,1,1
9Fp,7,3,Large,F,0.19,20,0.82,29.5,9,N,Recovery,2,447.238983,6.919633569,64.63333333,865.6,800.9666667,7.466882317,NA,NA,NA,NA,NA,NA,NA,6,6,1,1
9Mb,3,1,Large,M,0.11,17,0.12,18,9,N,Recovery,2,913.3165607,7.306532485,125,865.6,740.6,14.44085028,NA,NA,NA,NA,NA,NA,NA,6,39,1,1
9Mg,4,2,Large,M,0.1,17,0.13,18,9,N,Recovery,2,1272.559005,7.672180498,165.8666667,865.6,699.7333333,19.16204559,NA,NA,NA,NA,NA,NA,NA,4,4,1,1
9ML,4,2,Large,M,0.12,19,0.13,18.5,9,N,Recovery,2,1119.093229,7.045707631,158.8333333,865.6,706.7666667,18.34950709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9Mp,7,3,Large,M,0.13,18,0.17,19,9,N,Recovery,2,324.6722264,7.099246934,45.73333333,865.6,819.8666667,5.283425755,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
10Fb,3,1,Large,F,0.23,22,0.69,30.5,10,H,Recovery,3,202.0613544,7.089872086,28.5,865.6,837.1,3.292513863,NA,NA,NA,NA,NA,NA,NA,NA,7,0,1
10Fg,3,1,Large,F,0.16,20,0.54,27,10,H,Recovery,3,108.8201545,7.4027316,14.7,865.6,850.9,1.698243993,NA,NA,NA,NA,NA,NA,NA,NA,41,0,1
10FL,4,2,Large,F,0.21,21.5,0.87,29,10,H,Recovery,3,295.1729427,6.5935877,44.76666667,865.6,820.8333333,5.171749846,NA,NA,NA,NA,NA,NA,NA,48,48,1,1
10Fp,7,3,Large,F,0.23,21.5,0.6,27.5,10,H,Recovery,3,197.8732398,6.715155196,29.46666667,865.6,836.1333333,3.404189772,NA,NA,NA,NA,NA,NA,NA,NA,31,0,1
10Mg,4,2,Large,M,0.16,18.5,0.19,20.5,10,H,Recovery,3,252.1125249,10.31838438,24.43333333,865.6,841.1666667,2.822704868,NA,NA,NA,NA,NA,NA,NA,7,5,1,1
10ML,4,2,Large,M,0.12,18,0.11,16.5,10,H,Recovery,3,304.1336454,11.25031981,27.03333333,865.6,838.5666667,3.123074553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10Mp,7,3,Large,M,0.16,20,0.17,19.5,10,H,Recovery,3,197.87401,7.05852592,28.03333333,865.6,837.5666667,3.238601356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11Fb,2,1,Random,F,0.21,20,0.19,21.5,11,N,Recovery,3,0,NA,0,897.3333333,897.3333333,0,NA,NA,NA,NA,NA,NA,NA,NA,10,0,1
11Fg,5,2,Random,F,0.23,23,0.61,29,11,N,Recovery,3,0,NA,0,897.3333333,897.3333333,0,NA,NA,NA,NA,NA,NA,NA,53,53,1,1
11FL,8,3,Random,F,0.18,20.5,0.58,18.5,11,N,Recovery,3,0,NA,0,897.3333333,897.3333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11Fp,8,3,Random,F,0.21,21.5,0.18,21.5,11,N,Recovery,3,0,NA,0,897.3333333,897.3333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11Mb,2,1,Random,M,0.1,16,0.08,16,11,N,Recovery,3,0,NA,0,897.3333333,897.3333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
11Mg,2,1,Random,M,0.1,17,0.12,17.5,11,N,Recovery,3,0,NA,0,897.3333333,897.3333333,0,NA,NA,NA,NA,NA,NA,NA,NA,6,0,1
11ML,5,2,Random,M,0.12,17,0.14,18,11,N,Recovery,3,0,NA,0,897.3333333,897.3333333,0,NA,NA,NA,NA,NA,NA,NA,5,34,1,1
11Mp,8,3,Random,M,0.11,17,0.12,17.5,11,N,Recovery,3,0,NA,0,897.3333333,897.3333333,0,NA,NA,NA,NA,NA,NA,NA,6,5,1,1
12Fb,1,1,Small,F,0.17,19.5,0.62,27,12,H,Recovery,3,324.4681139,13.04831557,24.86666667,865.6,840.7333333,2.872766482,NA,NA,NA,NA,NA,NA,NA,28,28,1,1
12Fg,6,2,Small,F,0.11,17.5,0.44,24.5,12,H,Recovery,3,334.9082218,9.967506602,33.6,865.6,832,3.881700555,NA,NA,NA,NA,NA,NA,NA,NA,53,0,1
12FL,6,2,Small,F,0.16,19,0.38,24,12,H,Recovery,3,0.217886196,2.17886196,0.1,865.6,865.5,0.01155268,NA,NA,NA,NA,NA,NA,NA,NA,31,0,1
12Fp,9,3,Small,F,0.17,19.5,0.43,25,12,H,Recovery,3,126.5976495,12.01876419,10.53333333,865.6,855.0666667,1.216882317,NA,NA,NA,NA,NA,NA,NA,5,27,1,1
12Mb,1,1,Small,M,0.08,17,0.09,15.5,12,H,Recovery,3,279.4687975,7.465773755,37.43333333,865.6,828.1666667,4.324553296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12Mg,6,2,Small,M,0.07,15,0.07,15,12,H,Recovery,3,712.4738559,7.309923282,97.46666667,865.6,768.1333333,11.26001232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12ML,9,3,Small,M,0.12,18,0.14,18.5,12,H,Recovery,3,90.09391001,7.344612229,12.26666667,865.6,853.3333333,1.417128774,NA,NA,NA,NA,NA,NA,NA,5,40,1,1
12Mp,9,3,Small,M,0.08,16,0.09,16.5,12,H,Recovery,3,491.2585588,8.684594439,56.56666667,865.6,809.0333333,6.534966112,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1Fb,2,1,Random,F,0.16,19,0.3,22,1,H,Recovery,3,254.4601782,8.744336019,29.1,865.6,836.5,3.361829945,NA,NA,NA,NA,NA,NA,NA,34,34,1,1
1Fg,2,1,Random,F,0.23,20.5,0.45,25.5,1,H,Recovery,3,789.1012102,7.130432623,110.6666667,865.6,754.9333333,12.78496611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1FL,5,2,Random,F,0.24,22.5,0.57,28.5,1,H,Recovery,3,87.56503082,9.552548817,9.166666667,865.6,856.4333333,1.058995687,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1Fp,8,3,Random,F,0.19,20.5,0.2,21.5,1,H,Recovery,3,332.8027431,6.890325945,48.3,865.6,817.3,5.579944547,NA,NA,NA,NA,NA,NA,NA,NA,8,0,1
1Mb,2,1,Random,M,0.1,16,0.12,18,1,H,Recovery,3,268.2327482,7.485565067,35.83333333,865.6,829.7666667,4.139710413,NA,NA,NA,NA,NA,NA,NA,NA,52,0,1
1Mg,5,2,Random,M,0.14,18.5,0.17,19,1,H,Recovery,3,292.1927184,9.707399284,30.1,865.6,835.5,3.477356747,NA,NA,NA,NA,NA,NA,NA,NA,102,0,1
1ML,5,2,Random,M,0.13,17.5,0.14,18.5,1,H,Recovery,3,123.7925375,7.183319391,17.23333333,865.6,848.3666667,1.990911892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1Mp,8,3,Random,M,0.13,19.5,0.16,19.5,1,H,Recovery,3,342.895169,7.311197632,46.9,865.6,818.7,5.418207024,NA,NA,NA,NA,NA,NA,NA,134,134,1,1
2Fb,1,1,Small,F,0.17,19,0.72,30,2,N,Recovery,3,0,NA,0,871.3333333,871.3333333,0,NA,NA,NA,NA,NA,NA,NA,NA,6,0,1
2Fg,6,2,Small,F,0.12,18.5,0.34,23,2,N,Recovery,3,0,NA,0,871.3333333,871.3333333,0,NA,NA,NA,NA,NA,NA,NA,NA,47,0,1
2FL,9,3,Small,F,0.29,23.5,0.54,27.5,2,N,Recovery,3,0,NA,0,871.3333333,871.3333333,0,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1
2Fp,9,3,Small,F,0.3,23.5,0.58,28.5,2,N,Recovery,3,0,NA,0,871.3333333,871.3333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2Mb,1,1,Small,M,0.05,15.5,0.07,16,2,N,Recovery,3,0,NA,0,871.3333333,871.3333333,0,NA,NA,NA,NA,NA,NA,NA,7,6,1,1
2Mg,1,1,Small,M,0.06,15.5,0.07,15.5,2,N,Recovery,3,0,NA,0,871.3333333,871.3333333,0,NA,NA,NA,NA,NA,NA,NA,41,41,1,1
2ML,6,2,Small,M,0.09,15.5,0.1,17.5,2,N,Recovery,3,0,NA,0,871.3333333,871.3333333,0,NA,NA,NA,NA,NA,NA,NA,NA,17,0,1
2Mp,9,3,Small,M,0.12,17,0.13,18,2,N,Recovery,3,0,NA,0,871.3333333,871.3333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
