Fish_ID,Aquarium,Acclimation,MMR_Hypoxic_mg/h/g,MMR_Normoxic__mg/h/g,SMR_Hypoxic__mg/h/g,SMR_Normoxic__mg/h/g,sex,Weight_start,Weight_end,Length_start,Length_end,SGR,Weight_resp,MMR_Hypoxic_scaled,MMR_Normoxic_scaled,SMR_Hypoxic_scaled,SMR_Normoxic_scaled,AS_H,AS_N,Harvested,Metric,Hypoxia,Normoxia,Recovery,NormoxiaDrop1,NormoxiaDrop2,NormoxiaDrop3,HypoxiaDrop4,HypoxiaDrop5,HypoxiaDrop6,RecoveryDrop7,RecoveryDrop8,RecoveryDrop9,ControlNormoxiaDrop1,ControlNormoxiaDrop2,ControlNormoxiaDrop3,ControlNormoxiaDrop4,ControlNormoxiaDrop5,ControlNormoxiaDrop6,ControlNormoxiaDrop7,ControlNormoxiaDrop8,ControlNormoxiaDrop9,ControlHypoxiaDrop1,ControlHypoxiaDrop2,ControlHypoxiaDrop3
4ml,4,Normoxia acclimated,0.738,0.647,0.26,0.479,M,0.11,0.13,17,18,0.29,0.12,0.192,0.169,0.059,0.109,0.133,0.06,Random,Speed,7.3148089725,7.2661922845,7.463592902,120,120,100,80,120,120,120,100,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4ml,4,Normoxia acclimated,0.738,0.647,0.26,0.479,M,0.11,0.13,17,18,0.29,0.12,0.192,0.169,0.059,0.109,0.133,0.06,Random,Time,42.52222222,57.5666666566667,79.7111111233333,120,120,100,80,120,120,120,100,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4mp,4,Normoxia acclimated,1.081,1.227,0.075,0.714,M,0.09,0.09,16,16,0,0.09,0.271,0.307,0.016,0.15,0.255,0.157,Random,Distance,470.283758166667,476.547976466667,612.9987102,100,120,NA,2160,NA,700,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4mp,4,Normoxia acclimated,1.081,1.227,0.075,0.714,M,0.09,0.09,16,16,0,0.09,0.271,0.307,0.016,0.15,0.255,0.157,Random,Speed,6.996468636,6.677591266,6.822626162,100,120,NA,2160,NA,700,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4mp,4,Normoxia acclimated,1.081,1.227,0.075,0.714,M,0.09,0.09,16,16,0,0.09,0.271,0.307,0.016,0.15,0.255,0.157,Random,Time,67.2,71.2666666666667,89.6,100,120,NA,2160,NA,700,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5fb,5,Hypoxia acclimated,0.611,0.912,0.202,0.314,F,0.18,0.23,20,22.5,0.42,0.32,0.183,0.273,0.061,0.095,0.122,0.178,Small,Distance,403.9338125,742.6531042,1196.32978556667,120,120,120,120,120,120,120,100,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5fb,5,Hypoxia acclimated,0.611,0.912,0.202,0.314,F,0.18,0.23,20,22.5,0.42,0.32,0.183,0.273,0.061,0.095,0.122,0.178,Small,Speed,6.911644633,7.628847014,10.2575877596667,120,120,120,120,120,120,120,100,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5fb,5,Hypoxia acclimated,0.611,0.912,0.202,0.314,F,0.18,0.23,20,22.5,0.42,0.32,0.183,0.273,0.061,0.095,0.122,0.178,Small,Time,57.7333333333333,97.48888889,102.011111113333,120,120,120,120,120,120,120,100,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5fg,5,Hypoxia acclimated,0.525,0.706,0.158,0.316,F,0.13,0.43,18,25.5,2.06,0.4,0.162,0.218,0.051,0.102,0.111,0.116,Small,Distance,475.7860438,396.7388381,479.501861466667,120,120,NA,120,120,120,140,140,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5fg,5,Hypoxia acclimated,0.525,0.706,0.158,0.316,F,0.13,0.43,18,25.5,2.06,0.4,0.162,0.218,0.051,0.102,0.111,0.116,Small,Speed,7.059675662,8.24839533433333,8.52414577033333,120,120,NA,120,120,120,140,140,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5fg,5,Hypoxia acclimated,0.525,0.706,0.158,0.316,F,0.13,0.43,18,25.5,2.06,0.4,0.162,0.218,0.051,0.102,0.111,0.116,Small,Time,67.3666666766667,51.7444444466667,57.08888889,120,120,NA,120,120,120,140,140,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5fl,5,Hypoxia acclimated,0.758,1.412,0.122,0.253,F,0.19,0.38,20.5,24,1.2,0.36,0.23,0.429,0.038,0.079,0.192,0.35,Small,Distance,223.9763543,201.2903383,227.88336164,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,80,80,100,100,100,100,100,100,NA,NA,NA
5fl,5,Hypoxia acclimated,0.758,1.412,0.122,0.253,F,0.19,0.38,20.5,24,1.2,0.36,0.23,0.429,0.038,0.079,0.192,0.35,Small,Speed,7.1579884295,6.61816113733333,7.269926924,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,80,80,100,100,100,100,100,100,NA,NA,NA
5fl,5,Hypoxia acclimated,0.758,1.412,0.122,0.253,F,0.19,0.38,20.5,24,1.2,0.36,0.23,0.429,0.038,0.079,0.192,0.35,Small,Time,32.1555555533333,30.6888888866667,30.8777777766667,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,80,80,100,100,100,100,100,100,NA,NA,NA
5fp,5,Hypoxia acclimated,0.55,0.8,0.207,0.15,F,0.19,0.42,21,25.5,1.37,0.42,0.171,0.248,0.068,0.049,0.103,0.199,Small,Distance,219.330863533333,789.1214353,801.7210856,120,440,620,120,340,900,620,1980,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5fp,5,Hypoxia acclimated,0.55,0.8,0.207,0.15,F,0.19,0.42,21,25.5,1.37,0.42,0.171,0.248,0.068,0.049,0.103,0.199,Small,Speed,8.6942206875,7.32773685466667,7.620715273,120,440,620,120,340,900,620,1980,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5fp,5,Hypoxia acclimated,0.55,0.8,0.207,0.15,F,0.19,0.42,21,25.5,1.37,0.42,0.171,0.248,0.068,0.049,0.103,0.199,Small,Time,28.02222222,108.68888891,103.733333343333,120,440,620,120,340,900,620,1980,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5mb,5,Hypoxia acclimated,0.266,0.427,0.074,0.036,M,0.07,0.08,12.5,16,0.23,0.09,0.067,0.107,0.015,0.008,0.052,0.099,Small,Distance,93.0095157966667,670.451667933333,1073.73597956667,280,120,140,100,100,140,120,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5mb,5,Hypoxia acclimated,0.266,0.427,0.074,0.036,M,0.07,0.08,12.5,16,0.23,0.09,0.067,0.107,0.015,0.008,0.052,0.099,Small,Speed,8.0852219705,7.13518018566667,7.02450848966667,280,120,140,100,100,140,120,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5mb,5,Hypoxia acclimated,0.266,0.427,0.074,0.036,M,0.07,0.08,12.5,16,0.23,0.09,0.067,0.107,0.015,0.008,0.052,0.099,Small,Time,12.5555555566667,92.7444444333333,NA,280,120,140,100,100,140,120,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5mg,5,Hypoxia acclimated,0.688,0.806,0.068,0.532,M,0.08,0.09,15,15.5,0.2,0.09,0.172,0.202,0.014,0.111,0.158,0.091,Small,Distance,327.152371466667,1132.29860713333,725.683529466667,NA,760,NA,780,120,100,100,120,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5mg,5,Hypoxia acclimated,0.688,0.806,0.068,0.532,M,0.08,0.09,15,15.5,0.2,0.09,0.172,0.202,0.014,0.111,0.158,0.091,Small,Speed,6.9148879635,7.08579556233333,6.76283400733333,NA,760,NA,780,120,100,100,120,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5mg,5,Hypoxia acclimated,0.688,0.806,0.068,0.532,M,0.08,0.09,15,15.5,0.2,0.09,0.172,0.202,0.014,0.111,0.158,0.091,Small,Time,47.4555555566667,156.3111111,106.111111123333,NA,760,NA,780,120,100,100,120,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5ml,5,Hypoxia acclimated,1.057,1.851,0.169,0.486,M,0.1,0.12,16.5,18,0.31,0.12,0.275,0.482,0.038,0.111,0.237,0.371,Small,Distance,433.366832433333,544.943071666667,1125.82320406667,100,180,80,100,120,140,120,120,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5ml,5,Hypoxia acclimated,1.057,1.851,0.169,0.486,M,0.1,0.12,16.5,18,0.31,0.12,0.275,0.482,0.038,0.111,0.237,0.371,Small,Speed,7.444028459,7.7674978565,7.47133368066667,100,180,80,100,120,140,120,120,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5ml,5,Hypoxia acclimated,1.057,1.851,0.169,0.486,M,0.1,0.12,16.5,18,0.31,0.12,0.275,0.482,0.038,0.111,0.237,0.371,Small,Time,58.9555555433333,70.6333333333333,NA,100,180,80,100,120,140,120,120,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5mp,5,Hypoxia acclimated,0.894,0.91,0.254,0.649,M,0.11,0.12,17.5,18,0.15,0.12,0.233,0.237,0.058,0.148,0.175,0.089,Small,Distance,306.8642597,780.243011066667,734.238933066667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1580,100,120
5mp,5,Hypoxia acclimated,0.894,0.91,0.254,0.649,M,0.11,0.12,17.5,18,0.15,0.12,0.233,0.237,0.058,0.148,0.175,0.089,Small,Speed,7.7470098055,NA,9.87679755866667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1580,100,120
5mp,5,Hypoxia acclimated,0.894,0.91,0.254,0.649,M,0.11,0.12,17.5,18,0.15,0.12,0.233,0.237,0.058,0.148,0.175,0.089,Small,Time,39.6777777766667,68.32222221,81.7888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1580,100,120
6fb,6,Normoxia acclimated,0.439,0.493,0.014,0.171,F,0.12,0.34,16.5,24,1.8,0.4,0.135,0.152,0.005,0.055,0.13,0.097,Small,Distance,134.9937037,303.8184451,209.416565833333,80,120,100,380,120,120,120,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6fb,6,Normoxia acclimated,0.439,0.493,0.014,0.171,F,0.12,0.34,16.5,24,1.8,0.4,0.135,0.152,0.005,0.055,0.13,0.097,Small,Speed,8.019835572,7.99433030433333,7.75699987233333,80,120,100,380,120,120,120,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6fb,6,Normoxia acclimated,0.439,0.493,0.014,0.171,F,0.12,0.34,16.5,24,1.8,0.4,0.135,0.152,0.005,0.055,0.13,0.097,Small,Time,16.677777779,38.2777777766667,26.77777778,80,120,100,380,120,120,120,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6fg,6,Normoxia acclimated,0.596,0.831,0.216,0.324,F,0.11,0.45,17,25.5,2.43,0.37,0.182,0.253,0.068,0.102,0.114,0.151,Small,Distance,152.587218286667,519.209284633333,311.417113006667,480,1040,520,480,120,140,620,680,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6fg,6,Normoxia acclimated,0.596,0.831,0.216,0.324,F,0.11,0.45,17,25.5,2.43,0.37,0.182,0.253,0.068,0.102,0.114,0.151,Small,Speed,7.60862376333333,7.28155209266667,8.196232025,480,1040,520,480,120,140,620,680,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6fg,6,Normoxia acclimated,0.596,0.831,0.216,0.324,F,0.11,0.45,17,25.5,2.43,0.37,0.182,0.253,0.068,0.102,0.114,0.151,Small,Time,20.3999999976667,72.1666666766667,35.1444444433333,480,1040,520,480,120,140,620,680,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6fl,6,Normoxia acclimated,0.559,0.736,0.215,0.294,F,0.13,0.65,19.5,27.5,2.77,0.54,0.18,0.237,0.076,0.104,0.104,0.133,Small,Distance,232.146080293333,474.092683966667,252.787464533333,120,380,640,520,160,660,660,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6fl,6,Normoxia acclimated,0.559,0.736,0.215,0.294,F,0.13,0.65,19.5,27.5,2.77,0.54,0.18,0.237,0.076,0.104,0.104,0.133,Small,Speed,7.767833495,6.754234704,8.65340962066667,120,380,640,520,160,660,660,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6fl,6,Normoxia acclimated,0.559,0.736,0.215,0.294,F,0.13,0.65,19.5,27.5,2.77,0.54,0.18,0.237,0.076,0.104,0.104,0.133,Small,Time,31.9111111133333,70.6,31.9333333333333,120,380,640,520,160,660,660,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6fp,6,Normoxia acclimated,0.608,0.661,0.171,0.329,F,0.12,0.33,17,23.5,1.74,0.28,0.178,0.194,0.05,0.096,0.128,0.098,Small,Distance,301.955545173333,384.044164466667,328.8061313,80,100,100,100,120,700,460,100,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6fp,6,Normoxia acclimated,0.608,0.661,0.171,0.329,F,0.12,0.33,17,23.5,1.74,0.28,0.178,0.194,0.05,0.096,0.128,0.098,Small,Speed,6.91529049866667,6.931629219,7.11484644866667,80,100,100,100,120,700,460,100,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6fp,6,Normoxia acclimated,0.608,0.661,0.171,0.329,F,0.12,0.33,17,23.5,1.74,0.28,0.178,0.194,0.05,0.096,0.128,0.098,Small,Time,42.7,56.8222222333333,45.2666666633333,80,100,100,100,120,700,460,100,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6mb,6,Normoxia acclimated,0.968,1.382,0.155,0.698,M,0.07,0.09,14.5,16,0.43,0.08,0.238,0.34,0.031,0.141,0.207,0.199,Small,Distance,NA,490.723981966667,716.8635116,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,0,100,140,0,0,680,140,120,NA,NA,NA
6mb,6,Normoxia acclimated,0.968,1.382,0.155,0.698,M,0.07,0.09,14.5,16,0.43,0.08,0.238,0.34,0.031,0.141,0.207,0.199,Small,Speed,NA,7.68111912733333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,0,100,140,0,0,680,140,120,NA,NA,NA
6mb,6,Normoxia acclimated,0.968,1.382,0.155,0.698,M,0.07,0.09,14.5,16,0.43,0.08,0.238,0.34,0.031,0.141,0.207,0.199,Small,Time,69.0000000133333,65.6333333333333,68.0111111133333,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,0,100,140,0,0,680,140,120,NA,NA,NA
6mg,6,Normoxia acclimated,0.832,1.164,0.176,0.358,M,0.1,0.11,16,17,0.16,0.06,0.197,0.275,0.033,0.067,0.164,0.208,Small,Distance,NA,NA,NA,100,120,120,100,100,120,760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6mg,6,Normoxia acclimated,0.832,1.164,0.176,0.358,M,0.1,0.11,16,17,0.16,0.06,0.197,0.275,0.033,0.067,0.164,0.208,Small,Speed,NA,7.95013780766667,7.643723335,100,120,120,100,100,120,760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6mg,6,Normoxia acclimated,0.832,1.164,0.176,0.358,M,0.1,0.11,16,17,0.16,0.06,0.197,0.275,0.033,0.067,0.164,0.208,Small,Time,NA,160.933333333333,153.5111111,100,120,120,100,100,120,760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6mp,6,Normoxia acclimated,0.253,0.732,0.15,0.206,M,0.09,0.09,15.5,16,0,0.09,0.063,0.183,0.031,0.043,0.032,0.14,Small,Distance,292.169650876667,689.275109833333,380.824888447,100,100,140,100,640,80,120,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6mp,6,Normoxia acclimated,0.253,0.732,0.15,0.206,M,0.09,0.09,15.5,16,0,0.09,0.063,0.183,0.031,0.043,0.032,0.14,Small,Speed,6.66627797166667,6.642583306,6.07400142666667,100,100,140,100,640,80,120,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6mp,6,Normoxia acclimated,0.253,0.732,0.15,0.206,M,0.09,0.09,15.5,16,0,0.09,0.063,0.183,0.031,0.043,0.032,0.14,Small,Time,44.3666666666667,100.633333343333,53.0555555666667,100,100,140,100,640,80,120,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7fb,7,Normoxia acclimated,0.876,1.241,0.119,0.341,F,0.2,0.25,20,21.5,0.38,0.21,0.247,0.35,0.032,0.091,0.215,0.259,Large,Distance,777.3117895,139.914781933333,320.6345212,NA,120,120,NA,120,NA,NA,660,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7fb,7,Normoxia acclimated,0.876,1.241,0.119,0.341,F,0.2,0.25,20,21.5,0.38,0.21,0.247,0.35,0.032,0.091,0.215,0.259,Large,Speed,7.83908361266667,8.510137085,8.913572934,NA,120,120,NA,120,NA,NA,660,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7fb,7,Normoxia acclimated,0.876,1.241,0.119,0.341,F,0.2,0.25,20,21.5,0.38,0.21,0.247,0.35,0.032,0.091,0.215,0.259,Large,Time,95.57777779,16.87777778,36.9888888866667,NA,120,120,NA,120,NA,NA,660,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7fg,7,Normoxia acclimated,0.272,0.66,0.229,0.163,F,0.22,1.11,22.5,32,2.79,0.81,0.093,0.225,0.091,0.065,0.002,0.16,Large,Distance,601.3516994,501.988483033333,346.036396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,120,0
7fg,7,Normoxia acclimated,0.272,0.66,0.229,0.163,F,0.22,1.11,22.5,32,2.79,0.81,0.093,0.225,0.091,0.065,0.002,0.16,Large,Speed,NA,8.5547601645,8.5391368045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,120,0
7fg,7,Normoxia acclimated,0.272,0.66,0.229,0.163,F,0.22,1.11,22.5,32,2.79,0.81,0.093,0.225,0.091,0.065,0.002,0.16,Large,Time,30.5888888866667,58.6777777666667,44.1111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,120,0
7fl,7,Normoxia acclimated,0.666,1.026,0.116,0.274,F,0.2,0.63,20.5,27,1.98,0.45,0.209,0.322,0.039,0.091,0.17,0.231,Large,Distance,247.973449043333,178.03957574,184.632498833333,NA,3140,560,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7fl,7,Normoxia acclimated,0.666,1.026,0.116,0.274,F,0.2,0.63,20.5,27,1.98,0.45,0.209,0.322,0.039,0.091,0.17,0.231,Large,Speed,NA,8.182195771,7.417015181,NA,3140,560,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7fl,7,Normoxia acclimated,0.666,1.026,0.116,0.274,F,0.2,0.63,20.5,27,1.98,0.45,0.209,0.322,0.039,0.091,0.17,0.231,Large,Time,18.7444444443333,20.411111111,24.8222222233333,NA,3140,560,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7fp,7,Normoxia acclimated,0.488,0.794,0.247,0.279,F,0.25,0.99,22.5,31,2.37,0.66,0.161,0.263,0.092,0.104,0.069,0.159,Large,Distance,231.486572933333,626.017783933333,142.683501133333,1220,NA,640,540,940,NA,140,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7fp,7,Normoxia acclimated,0.488,0.794,0.247,0.279,F,0.25,0.99,22.5,31,2.37,0.66,0.161,0.263,0.092,0.104,0.069,0.159,Large,Speed,6.80719715966667,NA,6.97060484,1220,NA,640,540,940,NA,140,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7fp,7,Normoxia acclimated,0.488,0.794,0.247,0.279,F,0.25,0.99,22.5,31,2.37,0.66,0.161,0.263,0.092,0.104,0.069,0.159,Large,Time,34.4333333333333,39.2777777766667,20.6,1220,NA,640,540,940,NA,140,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7mb,7,Normoxia acclimated,0.613,1.444,0.098,0.194,M,0.13,0.15,18,19,0.25,0.14,0.163,0.384,0.023,0.046,0.14,0.338,Large,Distance,164.775935106667,111.323502066667,440.9897122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7mb,7,Normoxia acclimated,0.613,1.444,0.098,0.194,M,0.13,0.15,18,19,0.25,0.14,0.163,0.384,0.023,0.046,0.14,0.338,Large,Speed,8.61223971666667,8.543878965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7mb,7,Normoxia acclimated,0.613,1.444,0.098,0.194,M,0.13,0.15,18,19,0.25,0.14,0.163,0.384,0.023,0.046,0.14,0.338,Large,Time,18.9333333323333,13.1222222233333,52.5888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7mg,7,Normoxia acclimated,1.009,0.957,0.336,0.747,M,0.14,0.15,18,19.5,0.12,0.14,0.269,0.255,0.08,0.178,0.189,0.077,Large,Distance,487.771182433333,463.374767966667,528.3721915,360,2560,1520,100,180,NA,1960,120,1020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7mg,7,Normoxia acclimated,1.009,0.957,0.336,0.747,M,0.14,0.15,18,19.5,0.12,0.14,0.269,0.255,0.08,0.178,0.189,0.077,Large,Speed,7.753235978,8.1679817345,9.0775034425,360,2560,1520,100,180,NA,1960,120,1020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7mg,7,Normoxia acclimated,1.009,0.957,0.336,0.747,M,0.14,0.15,18,19.5,0.12,0.14,0.269,0.255,0.08,0.178,0.189,0.077,Large,Time,64.3,56.2888888866667,58.28888889,360,2560,1520,100,180,NA,1960,120,1020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7ml,7,Normoxia acclimated,0.769,1.109,0.108,0.514,M,0.1,0.1,16,16.5,0,0.11,0.198,0.285,0.024,0.114,0.174,0.171,Large,Distance,354.913986866667,502.8247842,451.4995074,1980,840,740,1940,120,2300,NA,NA,880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7ml,7,Normoxia acclimated,0.769,1.109,0.108,0.514,M,0.1,0.1,16,16.5,0,0.11,0.198,0.285,0.024,0.114,0.174,0.171,Large,Speed,7.83972434933333,9.1143967495,9.136109815,1980,840,740,1940,120,2300,NA,NA,880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7ml,7,Normoxia acclimated,0.769,1.109,0.108,0.514,M,0.1,0.1,16,16.5,0,0.11,0.198,0.285,0.024,0.114,0.174,0.171,Large,Time,46.9333333333333,54.4777777766667,47.48888889,1980,840,740,1940,120,2300,NA,NA,880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7mp,7,Normoxia acclimated,0.613,0.947,0.274,0.362,M,0.15,0.18,19,19.5,0.31,0.17,0.168,0.259,0.069,0.091,0.099,0.168,Large,Distance,155.543367533333,282.790922733333,78.1567123266667,100,120,80,NA,100,80,120,120,NA,100,100,80,100,140,100,100,100,100,NA,NA,NA
7mp,7,Normoxia acclimated,0.613,0.947,0.274,0.362,M,0.15,0.18,19,19.5,0.31,0.17,0.168,0.259,0.069,0.091,0.099,0.168,Large,Speed,7.495784769,8.403111216,7.132375272,100,120,80,NA,100,80,120,120,NA,100,100,80,100,140,100,100,100,100,NA,NA,NA
7mp,7,Normoxia acclimated,0.613,0.947,0.274,0.362,M,0.15,0.18,19,19.5,0.31,0.17,0.168,0.259,0.069,0.091,0.099,0.168,Large,Time,20.5111111133333,33.32222222,11.5555555566667,100,120,80,NA,100,80,120,120,NA,100,100,80,100,140,100,100,100,100,NA,NA,NA
8fb,8,Hypoxia acclimated,0.724,1.089,0.16,0.283,F,0.21,0.35,21.5,25,0.88,0.34,0.218,0.328,0.049,0.087,0.169,0.241,Large,Distance,461.090790566667,172.4550706,359.139471066667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,120
8fb,8,Hypoxia acclimated,0.724,1.089,0.16,0.283,F,0.21,0.35,21.5,25,0.88,0.34,0.218,0.328,0.049,0.087,0.169,0.241,Large,Speed,7.5042653845,7.485126475,8.390527851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,120
8fb,8,Hypoxia acclimated,0.724,1.089,0.16,0.283,F,0.21,0.35,21.5,25,0.88,0.34,0.218,0.328,0.049,0.087,0.169,0.241,Large,Time,61.2111111233333,22.97777778,42.72222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,120
8fg,8,Hypoxia acclimated,0.453,0.599,0.305,0.306,F,0.19,0.7,21,29.5,2.25,0.83,0.155,0.205,0.122,0.122,0.033,0.083,Large,Distance,655.714339533333,318.533850266667,632.8454348,2000,NA,100,80,100,NA,120,1640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8fg,8,Hypoxia acclimated,0.453,0.599,0.305,0.306,F,0.19,0.7,21,29.5,2.25,0.83,0.155,0.205,0.122,0.122,0.033,0.083,Large,Speed,8.9063675075,8.48390842,9.798374023,2000,NA,100,80,100,NA,120,1640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8fg,8,Hypoxia acclimated,0.453,0.599,0.305,0.306,F,0.19,0.7,21,29.5,2.25,0.83,0.155,0.205,0.122,0.122,0.033,0.083,Large,Time,71.12222221,37.3111111133333,64.49999999,2000,NA,100,80,100,NA,120,1640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8fl,8,Hypoxia acclimated,0.539,0.807,0.227,0.268,F,0.2,0.79,20.5,31,2.37,0.74,0.181,0.271,0.088,0.103,0.093,0.168,Large,Distance,140.448172666667,527.428716466667,632.252276133333,NA,NA,NA,960,NA,140,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8fl,8,Hypoxia acclimated,0.539,0.807,0.227,0.268,F,0.2,0.79,20.5,31,2.37,0.74,0.181,0.271,0.088,0.103,0.093,0.168,Large,Speed,7.653610868,8.8222231695,NA,NA,NA,NA,960,NA,140,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
