"Fish_ID"	"Acclimation"	"Sex"	"Weight_finished"	"Treatment"	"MeanTimeSpentMoving"	"SDTimeSpentMoving"	"SkewnessTimeSpentMoving"	"KurtosisTimeSpentMoving"
"7mp"	"Not Acclimated"	"M"	0.18	"Hypoxia"	61.1834211385556	81.9768216795539	0.687107151591482	1.5
"7mp"	"Not Acclimated"	"M"	0.18	"Normoxia"	108.172085389778	151.736759849809	0.68571252211779	1.5
"7mp"	"Not Acclimated"	"M"	0.18	"Recovery"	32.2815477184444	39.7905664301387	0.697289600450005	1.5
"8fb"	"Acclimated"	"F"	0.35	"Hypoxia"	176.6020556915	247.833586349708	0.669932641840266	1.5
"8fb"	"Acclimated"	"F"	0.35	"Normoxia"	67.6393249516667	91.1030238958985	0.684171135986455	1.5
"8fb"	"Acclimated"	"F"	0.35	"Recovery"	136.750740379222	193.357769334829	0.682110606129123	1.5
"8fg"	"Acclimated"	"F"	0.7	"Hypoxia"	245.247643083611	356.833133011569	0.683000544076861	1.5
"8fg"	"Acclimated"	"F"	0.7	"Normoxia"	121.4429566	171.293219884865	0.684643308463372	1.5
"8fg"	"Acclimated"	"F"	0.7	"Recovery"	235.714602937667	345.011217473592	0.687161913067689	1.5
"8fl"	"Acclimated"	"F"	0.79	"Hypoxia"	55.5598537704444	73.7180735602345	0.689677865597528	1.5
"8fl"	"Acclimated"	"F"	0.79	"Normoxia"	198.724387282056	285.810609484696	0.681763001299713	1.5
"8fl"	"Acclimated"	"F"	0.79	"Recovery"	231.144870631333	347.8601832875	0.698141388291241	1.5
"8fp"	"Acclimated"	"F"	0.49	"Hypoxia"	47.5850855133333	61.3034694894475	0.677120638253217	1.5
"8fp"	"Acclimated"	"F"	0.49	"Normoxia"	53.3038127692778	70.1861236322768	0.696126860170348	1.5
"8fp"	"Acclimated"	"F"	0.49	"Recovery"	20.7522793068889	22.8993500753832	0.706522459371302	1.5
"8mb"	"Acclimated"	"M"	0.16	"Hypoxia"	32.391856627	39.9250062393834	0.700784578323147	1.5
"8mb"	"Acclimated"	"M"	0.16	"Normoxia"	93.9899339333333	130.11404417488	0.683923497228344	1.5
"8mb"	"Acclimated"	"M"	0.16	"Recovery"	143.167138997611	198.9439706976	0.669555831953946	1.5
"8mg"	"Acclimated"	"M"	0.13	"Hypoxia"	149.418227789944	207.572227037383	0.668320063866891	1.5
"8mg"	"Acclimated"	"M"	0.13	"Normoxia"	82.2893629521111	112.229864976932	0.680889335356742	1.5
"8mg"	"Acclimated"	"M"	0.13	"Recovery"	195.971908041611	275.389693577034	0.668351494060641	1.5
"8ml"	"Acclimated"	"M"	0.15	"Hypoxia"	149.017625462	212.852438796558	0.683885712205997	1.5
"8ml"	"Acclimated"	"M"	0.15	"Normoxia"	131.911016133889	181.531479019945	0.665579802851471	1.5
"8ml"	"Acclimated"	"M"	0.15	"Recovery"	163.944689902556	224.828417580862	0.656019955582367	1.5
"8mp"	"Acclimated"	"M"	0.31	"Hypoxia"	12.2687682082778	12.2015862272732	0.676304086857085	1.5
"8mp"	"Acclimated"	"M"	0.31	"Normoxia"	57.3019543057222	75.3956912263304	0.687497228518031	1.5
"8mp"	"Acclimated"	"M"	0.31	"Recovery"	50.4419401702778	68.6512612682761	0.704554454483556	1.5
"9fb"	"Not Acclimated"	"F"	0.44	"Hypoxia"	30.0108312995	36.9119942612316	0.698153227546836	1.5
"9fb"	"Not Acclimated"	"F"	0.44	"Normoxia"	131.555454358889	181.546962975916	0.666500153218721	1.5
"9fb"	"Not Acclimated"	"F"	0.44	"Recovery"	68.9472705664444	92.7675820506185	0.68141269599153	1.5
"9fg"	"Not Acclimated"	"F"	0.261	"Hypoxia"	132.343794682	187.351677037579	0.683983319774406	1.5
"9fg"	"Not Acclimated"	"F"	0.261	"Normoxia"	112.696718951556	155.428973150374	0.673242367216004	1.5
"9fg"	"Not Acclimated"	"F"	0.261	"Recovery"	462.8893812805	662.155667853775	0.666101937380017	1.5
"9fl"	"Not Acclimated"	"F"	0.59	"Hypoxia"	114.391818581167	154.662359321073	0.658067815703577	1.5
"9fl"	"Not Acclimated"	"F"	0.59	"Normoxia"	248.832670681111	346.184563705452	0.656563875009626	1.5
"9fl"	"Not Acclimated"	"F"	0.59	"Recovery"	213.014320088667	297.577339725687	0.662513046990593	1.5
"9fp"	"Not Acclimated"	"F"	0.82	"Hypoxia"	119.526292029833	167.87453107058	0.699215092902917	1.5
"9fp"	"Not Acclimated"	"F"	0.82	"Normoxia"	169.237277555556	234.618023898606	0.662201773649934	1.5
"9fp"	"Not Acclimated"	"F"	0.82	"Recovery"	216.760650408778	300.559698345441	0.657217182082762	1.5
"9mb"	"Not Acclimated"	"M"	0.12	"Hypoxia"	137.1911540155	187.151457940366	0.657680876372584	1.5
"9mb"	"Not Acclimated"	"M"	0.12	"Normoxia"	259.551277830111	368.387803430429	0.667569053853249	1.5
"9mb"	"Not Acclimated"	"M"	0.12	"Recovery"	571.826818491667	822.786242302754	0.667032634439377	1.5
"9mg"	"Not Acclimated"	"M"	0.13	"Hypoxia"	161.849296773444	220.953198904596	0.653251247634968	1.5
"9mg"	"Not Acclimated"	"M"	0.13	"Normoxia"	399.022569097222	573.71554133061	0.670356149374153	1.5
"9mg"	"Not Acclimated"	"M"	0.13	"Recovery"	365.705320149889	517.389122461455	0.661565492084181	1.5
"9ml"	"Not Acclimated"	"M"	0.13	"Hypoxia"	204.962345203611	283.561185247772	0.656703953035363	1.5
"9ml"	"Not Acclimated"	"M"	0.13	"Normoxia"	416.199492144444	585.419068641457	0.65675388907471	1.5
"9ml"	"Not Acclimated"	"M"	0.13	"Recovery"	326.281679859	455.031667967772	0.654094598606931	1.5
"9mp"	"Not Acclimated"	"M"	0.17	"Hypoxia"	26.4250441434444	32.0782092506786	0.704959066111348	1.5
"9mp"	"Not Acclimated"	"M"	0.17	"Normoxia"	179.389742136	251.573948253089	0.672008900241504	1.5
"9mp"	"Not Acclimated"	"M"	0.17	"Recovery"	99.235206097	135.95136692638	0.677194869054065	1.5
